# BCCWJ 長単位語彙表 ver1.0, frequência ≥ 2 (NINJAL, doi:10.15084/00003214). Só os compostos
# nominais (lema que não existe como unidade curta: 飛行機, 金曜日, 新幹線), sem nome próprio
# nem numeral, frequência ≥ 20. `coloquial_pmw` = Yahoo!知恵袋 + Yahoo!ブログ, a mesma régua de
# freq_bccwj_ja.tsv — é por ela que o composto ganha um rank comparável ao das palavras simples.
# lemma	lForm	pos	frequency	coloquial_pmw
深海底	シンカイテイ	名詞-普通名詞-一般	20	0.1164
信管	シンカン	名詞-普通名詞-一般	20	0.1164
新規投資	シンキトウシ	名詞-普通名詞-一般	20	0.1164
時間当たり	ジカンアタリ	名詞-普通名詞-一般	20	0.1164
自社ブランド	ジシャブランド	名詞-普通名詞-一般	20	0.1164
十三歳以上	ジュウサンサイイジョウ	名詞-普通名詞-一般	20	0.1164
重力波	ジュウリョクハ	名詞-普通名詞-一般	20	0.1164
十六歳未満	ジュウロクサイミマン	名詞-普通名詞-一般	20	0.1164
乗馬クラブ	ジョウバクラブ	名詞-普通名詞-一般	20	0.1164
女芸人	ジョゲイニン	名詞-普通名詞-一般	20	0.1164
除霊	ジョレイ	名詞-普通名詞-一般	20	0.1164
数箇月間	スウカゲツカン	名詞-普通名詞-一般	20	0.1164
西欧列強	セイオウレッキョウ	名詞-普通名詞-一般	20	0.1164
政治的中立性	セイジテキチュウリツセイ	名詞-普通名詞-一般	20	0.1164
製品毎	セイヒンゴト	名詞-普通名詞-一般	20	0.1164
征服欲	セイフクヨク	名詞-普通名詞-一般	20	0.1164
石油化学製品	セキユカガクセイヒン	名詞-普通名詞-一般	20	0.1164
潜在性	センザイセイ	名詞-普通名詞-一般	20	0.1164
絶筆	ゼッピツ	名詞-普通名詞-一般	20	0.1164
全体平均	ゼンタイヘイキン	名詞-普通名詞-一般	20	0.1164
草書	ソウショ	名詞-普通名詞-一般	20	0.1164
空似	ソラニ	名詞-普通名詞-一般	20	0.1164
ソロモン王	ソロモンオウ	名詞-普通名詞-一般	20	0.1164
帯域幅	タイイキハバ	名詞-普通名詞-一般	20	0.1164
対角線上	タイカクセンジョウ	名詞-普通名詞-一般	20	0.1164
体操競技	タイソウキョウギ	名詞-普通名詞-一般	20	0.1164
太平洋沿岸	タイヘイヨウエンガン	名詞-普通名詞-一般	20	0.1164
対流圏	タイリュウケン	名詞-普通名詞-一般	20	0.1164
短辺	タンペン	名詞-普通名詞-一般	20	0.1164
ターナー症候群	ターナーショウコウグン	名詞-普通名詞-一般	20	0.1164
第三層	ダイサンソウ	名詞-普通名詞-一般	20	0.1164
代償行為	ダイショウコウイ	名詞-普通名詞-一般	20	0.1164
脱走兵	ダッソウヘイ	名詞-普通名詞-一般	20	0.1164
駄馬	ダバ	名詞-普通名詞-一般	20	0.1164
男性優位	ダンセイユウイ	名詞-普通名詞-一般	20	0.1164
地域振興整備公団	チイキシンコウセイビコウダン	名詞-普通名詞-一般	20	0.1164
縮れ毛	チヂレゲ	名詞-普通名詞-一般	20	0.1164
昼食時間	チュウショクジカン	名詞-普通名詞-一般	20	0.1164
朝鮮侵略	チョウセンシンリャク	名詞-普通名詞-一般	20	0.1164
鎮静効果	チンセイコウカ	名詞-普通名詞-一般	20	0.1164
テーラードジャケット	テーラードジャケット	名詞-普通名詞-一般	20	0.1164
電子線	デンシセン	名詞-普通名詞-一般	20	0.1164
電子密度	デンシミツド	名詞-普通名詞-一般	20	0.1164
東西関係	トウザイカンケイ	名詞-普通名詞-一般	20	0.1164
唐人屋敷	トウジンヤシキ	名詞-普通名詞-一般	20	0.1164
特別規定	トクベツキテイ	名詞-普通名詞-一般	20	0.1164
特別養子縁組	トクベツヨウシエングミ	名詞-普通名詞-一般	20	0.1164
都市周辺	トシシュウヘン	名詞-普通名詞-一般	20	0.1164
都市文明	トシブンメイ	名詞-普通名詞-一般	20	0.1164
独居	ドッキョ	名詞-普通名詞-一般	20	0.1164
日本リーグ	ニッポンリーグ	名詞-普通名詞-一般	20	0.1164
二年制	ニネンセイ	名詞-普通名詞-一般	20	0.1164
二倍程度	ニバイテイド	名詞-普通名詞-一般	20	0.1164
濡れ鼠	ヌレネズミ	名詞-普通名詞-一般	20	0.1164
配給制	ハイキュウセイ	名詞-普通名詞-一般	20	0.1164
発注先	ハッチュウサキ	名詞-普通名詞-一般	20	0.1164
反訴	ハンソ	名詞-普通名詞-一般	20	0.1164
筆頭者	ヒットウシャ	名詞-普通名詞-一般	20	0.1164
必要資金	ヒツヨウシキン	名詞-普通名詞-一般	20	0.1164
必要上	ヒツヨウジョウ	名詞-普通名詞-一般	20	0.1164
非武装	ヒブソウ	名詞-普通名詞-一般	20	0.1164
ピートモス	ピートモス	名詞-普通名詞-一般	20	0.1164
船大工	フネダイク	名詞-普通名詞-一般	20	0.1164
ブレーク文	ブレークブン	名詞-普通名詞-一般	20	0.1164
文献上	ブンケンジョウ	名詞-普通名詞-一般	20	0.1164
プライオリティ	プライオリティ	名詞-普通名詞-一般	20	0.1164
偏愛	ヘンアイ	名詞-普通名詞-一般	20	0.1164
変貌振り	ヘンボウブリ	名詞-普通名詞-一般	20	0.1164
米麦	ベイムギ	名詞-普通名詞-一般	20	0.1164
勉強家	ベンキョウカ	名詞-普通名詞-一般	20	0.1164
弁護活動	ベンゴカツドウ	名詞-普通名詞-一般	20	0.1164
放送設備	ホウソウセツビ	名詞-普通名詞-一般	20	0.1164
法律婚	ホウリツコン	名詞-普通名詞-一般	20	0.1164
保温容器	ホオンヨウキ	名詞-普通名詞-一般	20	0.1164
防火管理	ボウカカンリ	名詞-普通名詞-一般	20	0.1164
防御機構	ボウギョキコウ	名詞-普通名詞-一般	20	0.1164
ポップアップウインドウ	ポップアップウインドウ	名詞-普通名詞-一般	20	0.1164
間仕切り壁	マジキリヘキ	名詞-普通名詞-一般	20	0.1164
丸優	マルユウ	名詞-普通名詞-一般	20	0.1164
無感覚	ムカンカク	名詞-普通名詞-一般	20	0.1164
ムチン	ムチン	名詞-普通名詞-一般	20	0.1164
名誉欲	メイヨヨク	名詞-普通名詞-一般	20	0.1164
モンゴル国	モンゴルコク	名詞-普通名詞-一般	20	0.1164
郵政民営化関連法案	ユウセイミンエイカカンレンホウアン	名詞-普通名詞-一般	20	0.1164
予科	ヨカ	名詞-普通名詞-一般	20	0.1164
四タイプ	ヨンタイプ	名詞-普通名詞-一般	20	0.1164
料理係	リョウリガカリ	名詞-普通名詞-一般	20	0.1164
旅行業務	リョコウギョウム	名詞-普通名詞-一般	20	0.1164
利用者側	リヨウシャガワ	名詞-普通名詞-一般	20	0.1164
ルテイン	ルテイン	名詞-普通名詞-一般	20	0.1164
ルーティングテーブル	ルーティングテーブル	名詞-普通名詞-一般	20	0.1164
労働側	ロウドウガワ	名詞-普通名詞-一般	20	0.1164
私達一家	ワタクシタチイッカ	名詞-普通名詞-一般	20	0.1164
第四項	ダイヨンコウ	名詞-普通名詞-一般	1126	0.0000
御知らせる	オシラセル	名詞-普通名詞-一般	937	0.0000
御答弁	ゴトウベン	名詞-普通名詞-一般	762	0.0000
一図	イチズ	名詞-普通名詞-一般	741	0.0000
二図	ニズ	名詞-普通名詞-一般	671	0.0000
説明員	セツメイイン	名詞-普通名詞-一般	654	0.0000
整備等	セイビトウ	名詞-普通名詞-一般	608	0.0000
五十年度	ゴジュウネンド	名詞-普通名詞-一般	545	0.0000
五十一年度	ゴジュウイチネンド	名詞-普通名詞-一般	538	0.0000
先生御指摘	センセイゴシテキ	名詞-普通名詞-一般	535	0.0000
三図	サンズ	名詞-普通名詞-一般	506	0.0000
資料出所	シリョウシュッショ	名詞-普通名詞-一般	474	0.0000
五箇年計画	ゴカネンケイカク	名詞-普通名詞-一般	464	0.0000
五十四年度	ゴジュウヨンネンド	名詞-普通名詞-一般	451	0.0000
五十八年度	ゴジュウハチネンド	名詞-普通名詞-一般	449	0.0000
五十六年度	ゴジュウロクネンド	名詞-普通名詞-一般	432	0.0000
六十一年度	ロクジュウイチネンド	名詞-普通名詞-一般	431	0.0000
政府参考人	セイフサンコウジン	名詞-普通名詞-一般	430	0.0000
申し込み順	モウシコミジュン	名詞-普通名詞-一般	430	0.0000
四図	ヨンズ	名詞-普通名詞-一般	422	0.0000
六十二年度	ロクジュウニネンド	名詞-普通名詞-一般	422	0.0000
五十五年度	ゴジュウゴネンド	名詞-普通名詞-一般	409	0.0000
一部改正	イチブカイセイ	名詞-普通名詞-一般	404	0.0000
五十二年度	ゴジュウニネンド	名詞-普通名詞-一般	402	0.0000
本市	ホンシ	名詞-普通名詞-一般	396	0.0000
経済産業省令	ケイザイサンギョウショウレイ	名詞-普通名詞-一般	394	0.0000
五図	ゴズ	名詞-普通名詞-一般	384	0.0000
五十三年度	ゴジュウサンネンド	名詞-普通名詞-一般	379	0.0000
技術協力	ギジュツキョウリョク	名詞-普通名詞-一般	378	0.0000
八年度	ハチネンド	名詞-普通名詞-一般	365	0.0000
厚生労働省令	コウセイロウドウショウレイ	名詞-普通名詞-一般	363	0.0000
五十七年度	ゴジュウナナネンド	名詞-普通名詞-一般	355	0.0000
役務	エキム	名詞-普通名詞-一般	349	0.0000
六図	ロクズ	名詞-普通名詞-一般	345	0.0000
分科員	ブンカイン	名詞-普通名詞-一般	344	0.0000
本条	ホンジョウ	名詞-普通名詞-一般	342	0.0000
イスラーム	イスラーム	名詞-普通名詞-一般	340	0.0000
市ホームページ	シホームページ	名詞-普通名詞-一般	338	0.0000
次項	ジコウ	名詞-普通名詞-一般	337	0.0000
平成元年度	ヘイセイモトネンド	名詞-普通名詞-一般	326	0.0000
五十九年度	ゴジュウキュウネンド	名詞-普通名詞-一般	321	0.0000
三年度	サンネンド	名詞-普通名詞-一般	318	0.0000
表象	ヒョウショウ	名詞-普通名詞-一般	316	0.0000
六十三年度	ロクジュウサンネンド	名詞-普通名詞-一般	316	0.0000
当委員会	トウイインカイ	名詞-普通名詞-一般	311	0.0000
広域的	コウイキテキ	形状詞-一般	304	0.0000
四年度	ヨネンド	名詞-普通名詞-一般	304	0.0000
本節	ホンセツ	名詞-普通名詞-一般	300	0.0000
七図	ナナズ	名詞-普通名詞-一般	298	0.0000
公害等調整委員会	コウガイトウチョウセイイインカイ	名詞-普通名詞-一般	296	0.0000
本案	ホンアン	名詞-普通名詞-一般	291	0.0000
前掲書	ゼンケイショ	名詞-普通名詞-一般	290	0.0000
五年度	ゴネンド	名詞-普通名詞-一般	289	0.0000
ニューロン	ニューロン	名詞-普通名詞-一般	288	0.0000
普通建設事業費	フツウケンセツジギョウヒ	名詞-普通名詞-一般	286	0.0000
自治法	ジチホウ	名詞-普通名詞-一般	280	0.0000
八図	ハチズ	名詞-普通名詞-一般	280	0.0000
七年度	ナナネンド	名詞-普通名詞-一般	278	0.0000
母子健康手帳	ボシケンコウテチョウ	名詞-普通名詞-一般	274	0.0000
六年度	ロクネンド	名詞-普通名詞-一般	270	0.0000
本法	ホンポウ	名詞-普通名詞-一般	269	0.0000
指定試験機関	シテイシケンキカン	名詞-普通名詞-一般	266	0.0000
御見解	ゴケンカイ	名詞-普通名詞-一般	261	0.0000
充実強化	ジュウジツキョウカ	名詞-普通名詞-一般	258	0.0000
申請人	シンセイジン	名詞-普通名詞-一般	257	0.0000
市税	シゼイ	名詞-普通名詞-一般	256	0.0000
水質汚濁	スイシツオダク	名詞-普通名詞-一般	254	0.0000
九図	キュウズ	名詞-普通名詞-一般	253	0.0000
御議論	ゴギロン	名詞-普通名詞-一般	250	0.0000
十図	ジュウズ	名詞-普通名詞-一般	250	0.0000
地方財政	チホウザイセイ	名詞-普通名詞-一般	247	0.0000
執行役	シッコウヤク	名詞-普通名詞-一般	246	0.0000
総務省令	ソウムショウレイ	名詞-普通名詞-一般	246	0.0000
大陸棚	タイリクダナ	名詞-普通名詞-一般	246	0.0000
試験事務	シケンジム	名詞-普通名詞-一般	244	0.0000
先刻	センコク	名詞-普通名詞-一般	243	0.0000
監事	カンジ	名詞-普通名詞-一般	241	0.0000
四十九年度	ヨンジュウキュウネンド	名詞-普通名詞-一般	241	0.0000
区内在住	クナイザイジュウ	名詞-普通名詞-一般	237	0.0000
検挙人員	ケンキョジンイン	名詞-普通名詞-一般	235	0.0000
決算額	ケッサンガク	名詞-普通名詞-一般	234	0.0000
対前年度比	タイゼンネンドヒ	名詞-普通名詞-一般	234	0.0000
御審議	ゴシンギ	名詞-普通名詞-一般	232	0.0000
二年度	ニネンド	名詞-普通名詞-一般	229	0.0000
主務省令	シュムショウレイ	名詞-普通名詞-一般	228	0.0000
十一図	ジュウイチズ	名詞-普通名詞-一般	227	0.0000
第一項各号	ダイイッコウカクゴウ	名詞-普通名詞-一般	222	0.0000
最判昭	サイハンショウ	名詞-普通名詞-一般	221	0.0000
テクスト	テクスト	名詞-普通名詞-一般	220	0.0000
九年度	キュウネンド	名詞-普通名詞-一般	217	0.0000
二表	ニヒョウ	名詞-普通名詞-一般	215	0.0000
三表	サンヒョウ	名詞-普通名詞-一般	214	0.0000
当該各号	トウガイカクゴウ	名詞-普通名詞-一般	214	0.0000
原子力安全委員会	ゲンシリョクアンゼンイインカイ	名詞-普通名詞-一般	210	0.0000
申し込み・問い合わせ先	モウシコミトイアワセサキ	名詞-普通名詞-一般	209	0.0000
基本構想	キホンコウソウ	名詞-普通名詞-一般	208	0.0000
クライエント	クライエント	名詞-普通名詞-一般	207	0.0000
国民経済	コクミンケイザイ	名詞-普通名詞-一般	204	0.0000
虫ピン	ムシピン	名詞-普通名詞-一般	204	0.0000
運輸大臣	ウンユダイジン	名詞-普通名詞-一般	203	0.0000
親企業	オヤキギョウ	名詞-普通名詞-一般	203	0.0000
次式	ジシキ	名詞-普通名詞-一般	202	0.0000
同一性	ドウイツセイ	名詞-普通名詞-一般	202	0.0000
本法案	ホンポウアン	名詞-普通名詞-一般	202	0.0000
大綱	タイコウ	名詞-普通名詞-一般	201	0.0000
先取特権	センシュトッケン	名詞-普通名詞-一般	198	0.0000
第一項中	ダイイッコウチュウ	名詞-普通名詞-一般	198	0.0000
消費支出	ショウヒシシュツ	名詞-普通名詞-一般	194	0.0000
製造タバコ	セイゾウタバコ	名詞-普通名詞-一般	194	0.0000
科学技術研究調査報告	カガクギジュツケンキュウチョウサホウコク	名詞-普通名詞-一般	193	0.0000
御発言	ゴハツゲン	名詞-普通名詞-一般	191	0.0000
共助	キョウジョ	名詞-普通名詞-一般	190	0.0000
施設整備	シセツセイビ	名詞-普通名詞-一般	190	0.0000
十二図	ジュウニズ	名詞-普通名詞-一般	190	0.0000
四表	ヨンヒョウ	名詞-普通名詞-一般	190	0.0000
歳出総額	サイシュツソウガク	名詞-普通名詞-一般	189	0.0000
職員数	ショクインスウ	名詞-普通名詞-一般	189	0.0000
月会費	ガツカイヒ	名詞-普通名詞-一般	187	0.0000
便益	ベンエキ	名詞-普通名詞-一般	187	0.0000
防衛力	ボウエイリョク	名詞-普通名詞-一般	187	0.0000
安全委員会	アンゼンイインカイ	名詞-普通名詞-一般	186	0.0000
二国間	ニコクカン	名詞-普通名詞-一般	186	0.0000
本委員会	ホンイインカイ	名詞-普通名詞-一般	186	0.0000
十三図	ジュウサンズ	名詞-普通名詞-一般	185	0.0000
付帯決議	フタイケツギ	名詞-普通名詞-一般	185	0.0000
貿易収支	ボウエキシュウシ	名詞-普通名詞-一般	184	0.0000
地球環境問題	チキュウカンキョウモンダイ	名詞-普通名詞-一般	183	0.0000
原子力委員会	ゲンシリョクイインカイ	名詞-普通名詞-一般	182	0.0000
直接投資	チョクセツトウシ	名詞-普通名詞-一般	182	0.0000
本来的	ホンライテキ	形状詞-一般	182	0.0000
今先生	コンセンセイ	名詞-普通名詞-一般	181	0.0000
住宅用火災警報器	ジュウタクヨウカサイケイホウキ	名詞-普通名詞-一般	181	0.0000
円ベース	エンベース	名詞-普通名詞-一般	180	0.0000
付注	フチュウ	名詞-普通名詞-一般	180	0.0000
大都市地域	ダイトシチイキ	名詞-普通名詞-一般	178	0.0000
保安林	ホアンリン	名詞-普通名詞-一般	178	0.0000
公債費	コウサイヒ	名詞-普通名詞-一般	177	0.0000
地方団体	チホウダンタイ	名詞-普通名詞-一般	177	0.0000
申し込み多数	モウシコミタスウ	名詞-普通名詞-一般	175	0.0000
基本法	キホンホウ	名詞-普通名詞-一般	174	0.0000
在勤	ザイキン	名詞-普通名詞-一般	174	0.0000
設置者	セッチシャ	名詞-普通名詞-一般	174	0.0000
通則法	ツウソクホウ	名詞-普通名詞-一般	174	0.0000
四十八年度	ヨンジュウハチネンド	名詞-普通名詞-一般	174	0.0000
従業者	ジュウギョウシャ	名詞-普通名詞-一般	173	0.0000
記者達	キシャタチ	名詞-普通名詞-一般	171	0.0000
刑法犯	ケイホウハン	名詞-普通名詞-一般	171	0.0000
国際比較	コクサイヒカク	名詞-普通名詞-一般	170	0.0000
取材・文	シュザイブン	名詞-普通名詞-一般	170	0.0000
学習活動	ガクシュウカツドウ	名詞-普通名詞-一般	169	0.0000
キャッシュ・フロー	キャッシュフロー	名詞-普通名詞-一般	169	0.0000
参考図	サンコウズ	名詞-普通名詞-一般	168	0.0000
財政事情	ザイセイジジョウ	名詞-普通名詞-一般	168	0.0000
同右	ドウウ	名詞-普通名詞-一般	168	0.0000
二千年度	ニセンネンド	名詞-普通名詞-一般	168	0.0000
機械機器	キカイキキ	名詞-普通名詞-一般	167	0.0000
実施計画	ジッシケイカク	名詞-普通名詞-一般	167	0.0000
ソ連側	ソレンガワ	名詞-普通名詞-一般	167	0.0000
申し込み時	モウシコミトキ	名詞-普通名詞-一般	167	0.0000
技術水準	ギジュツスイジュン	名詞-普通名詞-一般	166	0.0000
グルコース	グルコース	名詞-普通名詞-一般	165	0.0000
資本コスト	シホンコスト	名詞-普通名詞-一般	164	0.0000
蒼白	ソウハク	形状詞-一般	164	0.0000
公害等調整委員会事務局	コウガイトウチョウセイイインカイジムキョク	名詞-普通名詞-一般	163	0.0000
総理府統計局	ソウリフトウケイキョク	名詞-普通名詞-一般	163	0.0000
監査委員会	カンサイインカイ	名詞-普通名詞-一般	162	0.0000
委員御指摘	イインゴシテキ	名詞-普通名詞-一般	161	0.0000
財政運営	ザイセイウンエイ	名詞-普通名詞-一般	160	0.0000
市民生活	シミンセイカツ	名詞-普通名詞-一般	160	0.0000
収益率	シュウエキリツ	名詞-普通名詞-一般	160	0.0000
存続期間	ソンゾクキカン	名詞-普通名詞-一般	160	0.0000
執行機関	シッコウキカン	名詞-普通名詞-一般	158	0.0000
電気機械	デンキキカイ	名詞-普通名詞-一般	158	0.0000
申電話	シンデンワ	名詞-普通名詞-一般	157	0.0000
性質別内訳	セイシツベツウチワケ	名詞-普通名詞-一般	157	0.0000
第二項中	ダイニコウチュウ	名詞-普通名詞-一般	157	0.0000
農用地	ノウヨウチ	名詞-普通名詞-一般	156	0.0000
御所見	ゴショケン	名詞-普通名詞-一般	155	0.0000
生涯学習センター	ショウガイガクシュウセンター	名詞-普通名詞-一般	155	0.0000
八世紀	ハチセイキ	名詞-普通名詞-一般	154	0.0000
百九店	ヒャクキュウテン	名詞-普通名詞-一般	154	0.0000
土木費	ドボクヒ	名詞-普通名詞-一般	153	0.0000
国経済	クニケイザイ	名詞-普通名詞-一般	152	0.0000
十五図	ジュウゴズ	名詞-普通名詞-一般	152	0.0000
遺言者	ユイゴンシャ	名詞-普通名詞-一般	152	0.0000
被用者	ヒヨウシャ	名詞-普通名詞-一般	151	0.0000
保険年金課	ホケンネンキンカ	名詞-普通名詞-一般	151	0.0000
一参照	イチサンショウ	名詞-普通名詞-一般	150	0.0000
卸売り業者	オロシウリギョウシャ	名詞-普通名詞-一般	150	0.0000
十九年中	ジュウキュウネンチュウ	名詞-普通名詞-一般	150	0.0000
地域防災計画	チイキボウサイケイカク	名詞-普通名詞-一般	150	0.0000
地方圏	チホウケン	名詞-普通名詞-一般	150	0.0000
甘茶蔓	アマチャヅル	名詞-普通名詞-一般	149	0.0000
憲兵	ケンペイ	名詞-普通名詞-一般	149	0.0000
受容体	ジュヨウタイ	名詞-普通名詞-一般	149	0.0000
法人数	ホウジンスウ	名詞-普通名詞-一般	149	0.0000
民生費	ミンセイヒ	名詞-普通名詞-一般	149	0.0000
御葉	オハ	名詞-普通名詞-一般	148	0.0000
五表	ゴヒョウ	名詞-普通名詞-一般	148	0.0000
全産業	ゼンサンギョウ	名詞-普通名詞-一般	148	0.0000
調査審議	チョウサシンギ	名詞-普通名詞-一般	148	0.0000
健康増進課	ケンコウゾウシンカ	名詞-普通名詞-一般	147	0.0000
整備状況	セイビジョウキョウ	名詞-普通名詞-一般	147	0.0000
電磁的記録	デンジテキキロク	名詞-普通名詞-一般	146	0.0000
筆者等	ヒッシャラ	名詞-普通名詞-一般	146	0.0000
収益事業	シュウエキジギョウ	名詞-普通名詞-一般	145	0.0000
整備計画	セイビケイカク	名詞-普通名詞-一般	144	0.0000
安全審査	アンゼンシンサ	名詞-普通名詞-一般	143	0.0000
企業会計	キギョウカイケイ	名詞-普通名詞-一般	143	0.0000
対象・定員	タイショウテイイン	名詞-普通名詞-一般	143	0.0000
法制化	ホウセイカ	名詞-普通名詞-一般	142	0.0000
論者	ロンシャ	名詞-普通名詞-一般	142	0.0000
出願人	シュツガンジン	名詞-普通名詞-一般	142	0.0000
検挙件数	ケンキョケンスウ	名詞-普通名詞-一般	141	0.0000
縦覧	ジュウラン	名詞-普通名詞-一般	141	0.0000
公害紛争処理法	コウガイフンソウショリホウ	名詞-普通名詞-一般	140	0.0000
横田政府参考人	ヨコタセイフサンコウジン	名詞-普通名詞-一般	140	0.0000
医療保険制度	イリョウホケンセイド	名詞-普通名詞-一般	139	0.0000
勤労者世帯	キンロウシャセタイ	名詞-普通名詞-一般	139	0.0000
清算人	セイサンニン	名詞-普通名詞-一般	139	0.0000
各年度	カクネンド	名詞-普通名詞-一般	138	0.0000
行政行為	ギョウセイコウイ	名詞-普通名詞-一般	138	0.0000
生涯学習課	ショウガイガクシュウカ	名詞-普通名詞-一般	138	0.0000
ドルベース	ドルベース	名詞-普通名詞-一般	138	0.0000
法律行為	ホウリツコウイ	名詞-普通名詞-一般	138	0.0000
目的別内訳	モクテキベツウチワケ	名詞-普通名詞-一般	138	0.0000
御異議無し	ゴイギナシ	名詞-普通名詞-一般	137	0.0000
負担割合	フタンワリアイ	名詞-普通名詞-一般	137	0.0000
一般機械	イッパンキカイ	名詞-普通名詞-一般	136	0.0000
ギリシア人	ギリシアジン	名詞-普通名詞-一般	136	0.0000
形而上学	ケイジジョウガク	名詞-普通名詞-一般	136	0.0000
公害苦情	コウガイクジョウ	名詞-普通名詞-一般	136	0.0000
公衆衛生	コウシュウエイセイ	名詞-普通名詞-一般	136	0.0000
受診券	ジュシンケン	名詞-普通名詞-一般	136	0.0000
次章	ジショウ	名詞-普通名詞-一般	135	0.0000
十四図	ジュウヨンズ	名詞-普通名詞-一般	135	0.0000
税源移譲	ゼイゲンイジョウ	名詞-普通名詞-一般	135	0.0000
天照大神	アマテラスオオミカミ	名詞-普通名詞-一般	134	0.0000
警察庁資料	ケイサツチョウシリョウ	名詞-普通名詞-一般	134	0.0000
均等割額	キントウワリガク	名詞-普通名詞-一般	133	0.0000
口絵	クチエ	名詞-普通名詞-一般	133	0.0000
治療者	チリョウシャ	名詞-普通名詞-一般	133	0.0000
地域福祉	チイキフクシ	名詞-普通名詞-一般	132	0.0000
特定健診	トクテイケンシン	名詞-普通名詞-一般	132	0.0000
開発等	カイハツトウ	名詞-普通名詞-一般	131	0.0000
警察庁調べ	ケイサツチョウシラベ	名詞-普通名詞-一般	131	0.0000
選択範囲	センタクハンイ	名詞-普通名詞-一般	131	0.0000
七表	ナナヒョウ	名詞-普通名詞-一般	131	0.0000
六表	ロクヒョウ	名詞-普通名詞-一般	131	0.0000
諸点	ショテン	名詞-普通名詞-一般	130	0.0000
団体種類別	ダンタイシュルイベツ	名詞-普通名詞-一般	130	0.0000
負傷者数	フショウシャスウ	名詞-普通名詞-一般	130	0.0000
改善等	カイゼントウ	名詞-普通名詞-一般	129	0.0000
第三債務者	ダイサンサイムシャ	名詞-普通名詞-一般	129	0.0000
米内	ベイナイ	名詞-普通名詞-一般	129	0.0000
学者達	ガクシャタチ	名詞-普通名詞-一般	128	0.0000
十六図	ジュウロクズ	名詞-普通名詞-一般	128	0.0000
譲渡等	ジョウトトウ	名詞-普通名詞-一般	128	0.0000
萩原政府委員	ハギワラセイフイイン	名詞-普通名詞-一般	128	0.0000
パラグラフ	パラグラフ	名詞-普通名詞-一般	128	0.0000
従業者数	ジュウギョウシャスウ	名詞-普通名詞-一般	127	0.0000
十七図	ジュウナナズ	名詞-普通名詞-一般	127	0.0000
外国法事務弁護士	ガイコクホウジムベンゴシ	名詞-普通名詞-一般	126	0.0000
国有林野	コクユウリンヤ	名詞-普通名詞-一般	126	0.0000
当該職員	トウガイショクイン	名詞-普通名詞-一般	126	0.0000
補助事業	ホジョジギョウ	名詞-普通名詞-一般	126	0.0000
石突き	イシヅキ	名詞-普通名詞-一般	125	0.0000
企業等	キギョウトウ	名詞-普通名詞-一般	125	0.0000
強化等	キョウカトウ	名詞-普通名詞-一般	125	0.0000
向上等	コウジョウトウ	名詞-普通名詞-一般	125	0.0000
扶助費	フジョヒ	名詞-普通名詞-一般	125	0.0000
本罪	ホンザイ	名詞-普通名詞-一般	125	0.0000
立木洋君	リュウボクヨウクン	名詞-普通名詞-一般	125	0.0000
純一	ジュンイツ	名詞-普通名詞-一般	125	0.0000
酒度	サケド	名詞-普通名詞-一般	124	0.0000
信託財産	シンタクザイサン	名詞-普通名詞-一般	124	0.0000
被審人	ヒシンジン	名詞-普通名詞-一般	124	0.0000
各般	カクハン	名詞-普通名詞-一般	123	0.0000
御趣旨	ゴシュシ	名詞-普通名詞-一般	123	0.0000
試験研究	シケンケンキュウ	名詞-普通名詞-一般	123	0.0000
証人尋問	ショウニンジンモン	名詞-普通名詞-一般	123	0.0000
通産大臣	ツウサンダイジン	名詞-普通名詞-一般	123	0.0000
特定健康診査	トクテイケンコウシンサ	名詞-普通名詞-一般	123	0.0000
動力炉・核燃料開発事業団	ドウリョクロカクネンリョウカイハツジギョウダン	名詞-普通名詞-一般	123	0.0000
七公害	ナナコウガイ	名詞-普通名詞-一般	123	0.0000
労働生産性	ロウドウセイサンセイ	名詞-普通名詞-一般	123	0.0000
鯨雲	クジラグモ	名詞-普通名詞-一般	122	0.0000
交通安全教育	コウツウアンゼンキョウイク	名詞-普通名詞-一般	122	0.0000
御努力	ゴドリョク	名詞-普通名詞-一般	122	0.0000
左図	サズ	名詞-普通名詞-一般	122	0.0000
山参	サンジン	名詞-普通名詞-一般	122	0.0000
周知徹底	シュウチテッテイ	名詞-普通名詞-一般	122	0.0000
自己決定	ジコケッテイ	名詞-普通名詞-一般	122	0.0000
労働力率	ロウドウリョクリツ	名詞-普通名詞-一般	122	0.0000
自衛権	ジエイケン	名詞-普通名詞-一般	121	0.0000
相当程度	ソウトウテイド	名詞-普通名詞-一般	121	0.0000
右図	ウズ	名詞-普通名詞-一般	120	0.0000
学術研究	ガクジュツケンキュウ	名詞-普通名詞-一般	120	0.0000
諸制度	ショセイド	名詞-普通名詞-一般	120	0.0000
循環型社会	ジュンカンガタシャカイ	名詞-普通名詞-一般	120	0.0000
総理府広報室	ソウリフコウホウシツ	名詞-普通名詞-一般	120	0.0000
中山間地域	チュウサンカンチイキ	名詞-普通名詞-一般	120	0.0000
二千二年度	ニセンニネンド	名詞-普通名詞-一般	120	0.0000
三虎	サントラ	名詞-普通名詞-一般	119	0.0000
大脳皮質	ダイノウヒシツ	名詞-普通名詞-一般	119	0.0000
海上交通	カイジョウコウツウ	名詞-普通名詞-一般	118	0.0000
九表	キュウヒョウ	名詞-普通名詞-一般	118	0.0000
